1, 1567.96
2, 1543.29
4, 1608.04
8, 1797.15
16, 1918.56
32, 2366.2
64, 3123.22
128, 4800.08
256, 8262.53
512, 13905.5
1024, 28441
2048, 58589.5
4096, 114707
8192, 234674
16384, 580034
32768, 1.08818E+06
