1, 2056.98, 2489, 3532.02
2, 2270.4, 2496.3, 5451.77
4, 2590.88, 2734.76, 4398.09
8, 3181.83, 2885.59, 5502.01
16, 4241.87, 3289.34, 6573.18
32, 6161.62, 3857.77, 9081.17
64, 9052.61, 5595.47, 20626.3
128, 12780.5, 8727.62, 41322.8
256, 19703.4, 14544.5, 93284.3
512, 35913, 27885.9,
1024, 70269.5, 49162.2,
2048, 135742, 96948,
4096, 273279, 193005,
8192, 537486, 397482,
16384, 1.10261E+06, 783753,
32768, 2.22274E+06, 1.64938E+06,
