1, 20546.2
2, 39483.2
4, 76330.8
8, 149209
16, 295398
32, 599176
64, 1.18053E+06
128, 2.36868E+06
256, 4.84061E+06
512, 1.33614E+07
1024, 2.8524E+07
2048, 5.17935E+07
4096, 1.18721E+08
8192, 2.08025E+08
16384, 3.59668E+08
