1, 6013.92
2, 27476.2
4, 52695.9
8, 91387.7
16, 188971
32, 327484
64, 633287
128, 1.45174E+06
256, 2.5212E+06
512, 5.10402E+06
1024, 1.00914E+07
2048, 2.05421E+07
4096, 4.06154E+07
