1,55536.2
2,73147.7
4,91496.7
8,131180
16,198463
32,337041
64,605388
128,1.16875E+06
256,2.24338E+06
512,4.39423E+06
1024,8.89613E+06
2048,1.77773E+07
4096,3.59628E+07
