1, 1982.96
2, 2119.73
4, 2310.87
8, 2972.51
16, 4046.91
32, 5946.3
64, 10060.2
128, 19211.7
256, 37722.6
512, 72659.2
1024, 142195
2048, 284273
4096, 590552
8192, 1.23964E+06
16384, 2.666E+06
32768, 5.69042E+06
