1, 1601.8
2, 1818.81
4, 2047.33
8, 2789.41
16, 4208.18
32, 6828.83
64, 12310.5
128, 22672.6
256, 47896.2
512, 90504.9
1024, 203084
2048, 438940
4096, 847727
8192, 1.99899E+06
16384, 5.88142E+06
32768, 1.45448E+07
