1, 1760.38
2, 1868.56
4, 1965.24
8, 2068.26
16, 2287.96
32, 2778.18
64, 3867.66
128, 5398.4
256, 9441.92
512, 17695.2
1024, 33654.3
2048, 61014.1
4096, 124331
8192, 247915
16384, 479021
32768, 1.06306E+06
