1, 63104
2, 45920
3, 41584
4, 44096
5, 46632
6, 51200
7, 56280
8, 60800
9, 65600
10, 70400
11, 75200
12, 80000
13, 84800
14, 89600
15, 94400
16, 99200
17, 104000
18, 108800
19, 113600
20, 118400
21, 123200
22, 128000
23, 132800
24, 137600
25, 142400
26, 147200
27, 152000
28, 156800
29, 161600
30, 166400
31, 171200
